gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,tenure_bucket,service_count,revenue_to_date,contract_payment_risk,senior_high_charges,family_status,churn_actual,churn_proba,churn_pred,risk_category
Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.75,208.25,0-12m,1,197.5,0,0,Single,No,0.08843130352596283,0,Low
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,0-12m,1,20.4,0,0,Single,Yes,0.264777443794106,0,Low
Female,1,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.65,933.3,12-24m,2,975.5999999999999,0,0,Couple,Yes,0.3287312992125452,0,Medium
Male,1,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.35,7246.15,48m+,7,7172.75,0,1,Single,No,0.22661906962027425,0,Low
Male,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9,1509.8,12-24m,3,1492.7,0,0,Single,No,0.17186969898974724,0,Low
Male,0,No,No,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3199.0,48m+,4,3241.3500000000004,0,0,Single,No,0.06821112297218435,0,Low
Female,1,No,No,42,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.65,2421.75,36-48m,3,2337.2999999999997,1,0,Single,No,0.2537607224684381,0,Low
Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,161.65,0-12m,1,166.8,0,0,Single,No,0.044693177476733466,0,Low
Female,0,No,No,28,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1517.5,24-36m,3,1530.2,0,0,Single,No,0.06852695068928875,0,Low
Male,0,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.6,5708.2,48m+,7,5722.599999999999,0,0,Single,No,0.0060746571131817875,0,Low
Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,48m+,5,6862.05,0,0,Family,Yes,0.20708043293174996,0,Low
Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.7,7849.85,48m+,8,7799.6,0,0,Family,No,0.05299331658853457,0,Low
Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.4,6794.75,48m+,6,6745.6,0,0,Couple,No,0.067074082075862,0,Low
Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.05,202.9,0-12m,2,225.14999999999998,0,1,Single,No,0.521532037372054,1,Medium
Female,0,Yes,Yes,66,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),49.4,3251.85,48m+,2,3260.4,0,0,Family,No,0.039305995643276394,0,Low
Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,534.7,24-36m,1,511.0,0,0,Single,No,0.0036955691078517467,0,Low
Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.05,7321.05,48m+,7,7440.349999999999,0,0,Couple,No,0.12342394559810269,0,Low
Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.6,851.2,36-48m,1,901.6,1,0,Couple,No,0.05991440336963656,0,Low
Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,48m+,5,5321.25,1,0,Couple,Yes,0.31356609584011197,0,Medium
Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.7,1490.4,12-24m,1,1533.4,0,0,Single,No,0.3386770657597814,0,Medium
Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.9,1500.5,12-24m,4,1582.2,0,0,Family,No,0.3127551026470467,0,Medium
Male,0,Yes,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.4,1842.7,36-48m,3,1858.3999999999999,0,0,Couple,No,0.045166400208394714,0,Low
Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.15,765.15,0-12m,3,781.5,0,0,Couple,No,0.5172458834127236,1,Medium
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,99.4,7285.7,48m+,5,7156.8,0,0,Couple,No,0.11706540309179761,0,Low
Male,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.3,875.35,12-24m,3,884.8,1,0,Single,No,0.36115659964005,1,Medium
Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,237.75,0-12m,2,231.0,1,1,Single,Yes,0.7511960159838311,1,High
Male,0,Yes,Yes,21,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.05,565.75,12-24m,0,547.0500000000001,1,0,Family,No,0.3718967816580865,1,Medium
Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,78.75,426.35,0-12m,2,393.75,0,0,Single,No,0.5629007423563629,1,Medium
Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,0-12m,1,29.95,0,0,Single,Yes,0.44452228872839994,1,Medium
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,0-12m,1,45.4,0,0,Single,Yes,0.49822295980284376,1,Medium
Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.25,3132.75,24-36m,3,3069.0,0,1,Couple,Yes,0.35716789305510765,1,Medium
Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.05,6605.55,48m+,6,6659.2,0,0,Couple,No,0.07568400128998717,0,Low
Male,1,Yes,No,30,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,74.85,2181.75,24-36m,5,2245.5,0,1,Couple,No,0.15484436230124246,0,Low
Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,1463.45,48m+,1,1407.6000000000001,0,0,Family,No,0.0063244498282148485,0,Low
Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.1,936.85,36-48m,1,924.6,0,0,Family,No,0.0007523932582946397,0,Low
Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,36-48m,4,4284.0,0,0,Couple,No,0.09960314213746585,0,Low
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,38.7,0-12m,1,41.3,0,0,Single,Yes,0.08530491471905716,0,Low
Female,0,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,55.0,1885.15,24-36m,3,1870.0,0,0,Single,No,0.049978593167460374,0,Low
Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),106.55,5763.3,48m+,6,5753.7,0,0,Couple,Yes,0.23975333835479312,0,Low
Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,416.4,12-24m,1,418.95,0,0,Single,No,0.028317963147792887,0,Low
Male,0,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.15,4929.55,48m+,6,4949.75,0,0,Couple,No,0.027164756229960875,0,Low
Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.8,1540.35,12-24m,1,1396.0,0,0,Couple,No,0.38661292180889817,1,Medium
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.5,79.5,0-12m,2,79.5,1,0,Single,Yes,0.8723902676957426,1,Very High
Male,0,Yes,Yes,42,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.4,3058.3,36-48m,5,2914.8,0,0,Family,No,0.09836128365504848,0,Low
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,19.4,0-12m,1,19.4,0,0,Single,Yes,0.25170103626795837,0,Low
Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,12-24m,5,1931.0,1,0,Couple,No,0.587367468379227,1,Medium
Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,760.05,0-12m,1,772.2,1,0,Single,No,0.42534102709177274,1,Medium
Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.3,1554.9,48m+,2,1543.3,0,0,Couple,No,0.0028643186041287893,0,Low
Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.0,1584.8,48m+,2,1600.0,0,0,Couple,No,0.0012164539788266137,0,Low
Female,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.4,2191.15,24-36m,4,2210.0,0,1,Couple,No,0.37162925509782807,1,Medium
Female,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,2139.1,36-48m,2,2206.6,0,0,Single,No,0.13795980847041187,0,Low
Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,0-12m,1,349.75,1,0,Couple,Yes,0.5353034511024295,1,Medium
Female,1,Yes,Yes,48,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),29.9,1388.75,36-48m,1,1435.1999999999998,0,0,Family,No,0.26298648428184196,0,Low
Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,0-12m,2,449.40000000000003,1,0,Single,Yes,0.6893450156532975,1,High
Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,0-12m,2,200.2,0,0,Couple,Yes,0.33302879759769033,0,Medium
Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1322.85,48m+,1,1436.3999999999999,0,0,Family,No,0.007748227789992041,0,Low
Male,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),89.4,4869.5,48m+,4,4827.6,0,0,Single,No,0.1930221661587083,0,Low
Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,48m+,5,4451.7,0,0,Family,No,0.04761640391320971,0,Low
Male,0,No,No,3,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.9,130.1,0-12m,2,149.7,0,0,Single,Yes,0.43185666587434196,1,Medium
Male,0,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.35,1231.85,12-24m,4,1241.6499999999999,0,0,Single,No,0.21045874113578616,0,Low
Male,0,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.0,4976.15,48m+,6,4941.0,0,0,Family,No,0.039321473982137214,0,Low
Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,89.8,4667.0,48m+,4,4849.2,0,0,Single,No,0.12677103835552123,0,Low
Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.95,49.95,0-12m,2,49.95,1,0,Single,No,0.3957768162526473,1,Medium
Male,1,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.85,1471.75,12-24m,3,1517.1499999999999,1,1,Single,Yes,0.6034112509879668,1,High
Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,483.15,12-24m,1,474.0,0,0,Couple,No,0.0059539576880828825,0,Low
Female,1,No,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,3465.05,24-36m,6,3476.5499999999997,0,1,Family,No,0.4074119736757607,1,Medium
Female,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.85,2674.15,24-36m,3,2599.35,0,0,Couple,No,0.36540436897403433,1,Medium
Male,0,Yes,No,59,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.3,2666.75,48m+,2,2613.7,1,0,Couple,No,0.4035671291435804,1,Medium
Female,1,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),91.0,1859.5,12-24m,3,1820.0,0,1,Couple,No,0.3294831623774321,0,Medium
Male,1,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,6017.9,48m+,5,5940.0,1,1,Couple,No,0.37354546126120675,1,Medium
Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,1406.65,12-24m,3,1449.8999999999999,0,0,Family,No,0.31612538881824553,0,Medium
Female,0,No,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.6,1297.8,12-24m,4,1151.4,1,0,Family,No,0.24871834136405319,0,Low
Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,452.55,12-24m,1,472.79999999999995,0,0,Family,No,0.0044239173856802285,0,Low
Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,172.35,0-12m,1,182.25,0,0,Family,No,0.07051667300407168,0,Low
Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.25,838.5,24-36m,2,800.25,0,0,Family,No,0.04854847294739017,0,Low
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,61.05,0-12m,1,38.8,0,0,Single,No,0.11342672132647925,0,Low
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.15,6368.2,48m+,5,6241.05,0,0,Couple,No,0.0969947394749385,0,Low
Female,0,No,No,52,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.75,2535.55,48m+,2,2587.0,0,0,Single,No,0.07442938881129928,0,Low
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.65,92.05,0-12m,1,98.25,0,0,Single,No,0.11089732044474283,0,Low
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,0-12m,1,19.4,0,0,Family,No,0.42408685369226107,1,Medium
Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.8,1311.3,48m+,1,1326.6000000000001,0,0,Single,No,0.01409178169707478,0,Low
Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.9,6137.0,48m+,5,6293.700000000001,0,0,Single,Yes,0.18672488694094003,0,Low
Male,1,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,49.95,107.1,0-12m,2,99.9,0,0,Single,No,0.5275080265925921,1,Medium
Male,1,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,89.05,2177.45,24-36m,4,2226.25,0,1,Couple,Yes,0.27595618377098385,0,Low
Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,373.5,12-24m,1,379.05,0,0,Single,No,0.010937789789593668,0,Low
Male,0,No,Yes,62,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),56.15,3487.95,48m+,3,3481.2999999999997,0,0,Family,No,0.050319970343135095,0,Low
Male,1,No,No,23,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.65,768.45,12-24m,1,796.9499999999999,0,0,Single,No,0.3571665757657773,1,Medium
Male,0,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.95,4523.25,48m+,5,4546.5,0,0,Couple,No,0.04773374532111255,0,Low
Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,2607.6,24-36m,4,2731.8,1,0,Single,No,0.4473086664116251,1,Medium
Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.9,2447.95,24-36m,3,2524.8,1,0,Couple,Yes,0.5076585066528562,1,Medium
Female,0,No,No,31,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),65.25,1994.3,24-36m,5,2022.75,0,0,Single,Yes,0.07996818415522688,0,Low
Female,0,No,No,59,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,95.8,5655.45,48m+,4,5652.2,0,0,Single,No,0.19559210008484443,0,Low
Male,0,No,No,32,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.85,2010.95,24-36m,3,2075.2,0,0,Single,No,0.14010960404893655,0,Low
Male,0,Yes,No,17,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,49.8,836.35,12-24m,3,846.5999999999999,0,0,Couple,No,0.27287761980182995,0,Low
Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,518.3,24-36m,1,543.4,0,0,Single,No,0.01762597445384199,0,Low
Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.55,1173.55,0-12m,4,1134.6,1,0,Single,No,0.6593283805874259,1,High
Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),98.45,6145.2,48m+,5,6005.45,0,0,Family,No,0.13053734678306,0,Low
Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,1416.5,48m+,1,1391.6000000000001,0,0,Couple,No,0.005270147405491374,0,Low
Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,147.55,0-12m,1,184.04999999999998,0,0,Single,No,0.07186129907502936,0,Low
Male,1,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,12-24m,6,2502.0,1,1,Couple,Yes,0.6673260228404239,1,High
Female,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.15,574.35,0-12m,3,624.0500000000001,1,1,Single,No,0.6812247434467393,1,High
Male,0,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.15,4507.15,36-48m,7,4557.150000000001,0,0,Family,No,0.20879917280687213,0,Low
Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.2,1776.55,12-24m,3,1804.0,1,0,Family,Yes,0.5577695564247355,1,Medium
Male,0,Yes,No,33,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.25,2964.05,24-36m,3,3011.25,1,0,Couple,No,0.36150177721801763,1,Medium
Male,0,No,No,56,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),81.8,4534.45,48m+,6,4580.8,0,0,Single,No,0.03206170037942494,0,Low
Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,0-12m,2,74.5,1,0,Family,Yes,0.8429538725079359,1,Very High
Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,318.9,0-12m,2,304.2,1,0,Single,Yes,0.6837658712367201,1,High
Female,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,111.1,6014.85,48m+,7,5999.4,1,0,Single,Yes,0.27551273116864944,0,Low
Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,0-12m,4,548.4,1,0,Family,No,0.41078335586987413,1,Medium
Male,0,Yes,No,58,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),45.0,2689.35,48m+,2,2610.0,0,0,Couple,No,0.12432830973655565,0,Low
Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,3527.3,24-36m,5,3428.8999999999996,1,0,Couple,No,0.4745092300812055,1,Medium
Female,1,No,No,2,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,30.4,78.65,0-12m,1,60.8,1,0,Single,Yes,0.6827929772938555,1,High
Male,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9,2448.75,24-36m,4,2397.5,1,0,Family,Yes,0.5160285162792402,1,Medium
Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.95,5974.3,48m+,4,6116.6,0,0,Couple,No,0.0870586979193742,0,Low
Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.15,7555.0,48m+,6,7465.650000000001,0,0,Couple,No,0.14767255376017677,0,Low
